x,20_WW_BL_TP1,20_WW_BL_TP3,20_WW_BL_TP5,10_WW_BL_TP1,10_WW_BL_TP3,10_WW_BL_TP5,5_WW_BL_TP1,5_WW_BL_TP3,5_WW_BL_TP5,20_D_BL_TP1,20_D_BL_TP3,20_D_BL_TP5,10_D_BL_TP1,10_D_BL_TP3,10_D_BL_TP5,5_D_BL_TP1,5_D_BL_TP3,5_D_BL_TP5,Gap1,20_WW_ML_TP1,20_WW_ML_TP3,20_WW_ML_TP5,10_WW_ML_TP1,10_WW_ML_TP3,10_WW_ML_TP5,5_WW_ML_TP1,5_WW_ML_TP3,5_WW_ML_TP5,20_D_ML_TP1,20_D_ML_TP3,20_D_ML_TP5,10_D_ML_TP1,10_D_ML_TP3,10_D_ML_TP5,5_D_ML_TP1,5_D_ML_TP3,5_D_ML_TP5,Gap2,20_WW_TL_TP1,20_WW_TL_TP3,20_WW_TL_TP5,10_WW_TL_TP1,10_WW_TL_TP3,10_WW_TL_TP5,5_WW_TL_TP1,5_WW_TL_TP3,5_WW_TL_TP5,20_D_TL_TP1,20_D_TL_TP3,20_D_TL_TP5,10_D_TL_TP1,10_D_TL_TP3,10_D_TL_TP5,5_D_TL_TP1,5_D_TL_TP3,5_D_TL_TP5
Zm00001d004894,201895.51,69076.11,72760.03,77205.70889,95402.46794,61917.01441,253115.9299,93542.98648,61529.14755,122031.29,84574.19,37110.66,137663.5142,53508.16458,32752.22679,108242.3941,68749.88357,48468.89681,0,155241.74,29436.65,32385.42,53044.23678,46665.63747,36668.00614,183468.523,60773.83657,40240.38029,78420.26,39174.63,29796.96,62789.8294,38085.68319,36128.31511,47677.32408,41128.08493,36050.64978,0,55775.57,14201.15,16987.09,31676.35117,19028.48436,18025.34296,33380.06029,47971.09459,17848.51802,17788.15,15606.16,16122,16721.72616,14337.29612,14419.44477,18523.07682,18434.63297,24148.10644
Zm00001d024027,23597.6,18233.77,15107.73,5784.086731,15671.83761,14565.08854,69753.56687,20631.8248,11279.55184,63497.67,71580.23,36534.18,61467.15076,57604.92359,34336.92796,68500.33802,55142.23573,47172.58163,0,6960.81,9231.1,7784.48,4098.734832,7238.195284,8845.864471,18178.18108,8035.975434,8381.550588,30063.59,27945.64,13509.43,22950.88587,28875.33562,15094.13635,26203.57055,30347.71635,19744.05672,0,4271.78,4959.36,4318.74,3360.34549,4146.727309,6231.25553,5996.151492,7060.739018,6965.615971,14828.44,14843.03,6443.96,12663.97488,14593.98011,8708.073949,16529.47539,17736.90887,10798.44971
Zm00001d013493,2942.2,2838.07,51333.7,660.6777734,2540.787519,50133.68599,1343.955698,2183.836182,60956.06041,4762.5,5687.55,57450.94,3351.089425,6589.289509,61248.14162,2096.745481,7365.102771,59295.82888,0,1318.38,1733.54,20532.32,302.9120607,754.1859214,25709.87494,538.4701074,1132.868388,21827.06315,1232.09,3255.31,34436.78,985.3678108,2595.579036,38247.62462,1372.261846,2042.695484,44579.51215,0,1699.66,1358.1,4068.59,533.1193818,307.080406,5154.000826,436.2406463,837.3927501,2656.232135,689.23,1524.34,10105.51,1801.396246,762.5347363,8401.562362,816.1725598,1195.750972,8690.377522
Zm00001d049099,7315.4,10716.39,19083.67,12768.05947,13715.23241,25844.83635,7231.218859,8602.837197,29717.85654,6615.04,8768.95,21038.67,7296.585248,9984.308459,25332.66012,7840.471119,8969.775629,21324.14743,0,13270.49,18576.65,19183.92,15651.47204,23844.88387,29733.73445,12591.46614,14326.60252,31145.40541,11474.74,15780.73,21093.92,11457.90497,17899.36367,23507.60417,16214.87704,14501.53291,22822.47636,0,14246.33,12592.9,12298.22,14166.04951,17217.93457,18247.92282,15424.95954,14714.33236,17080.14768,11077.32,16166.36,13238.52,11645.04742,15066.98432,14098.62686,13747.88306,13715.2455,14788.08527
Zm00001d053394,4462.86,9269.38,18351.47,9953.255368,13088.93997,21315.36503,4430.375616,9206.220104,19537.89653,2912.43,4857.91,9711.02,3887.16221,5507.008888,15058.98138,3813.227025,3672.76287,14003.06612,0,6082.76,11180.07,12211.11,12305.19428,16928.01624,19969.61622,5430.132129,10647.96971,20939.26982,5140.51,7388.02,9358.31,4849.537159,7577.095166,12809.10131,7273.404596,7575.058281,10962.0822,0,8420.45,15332.96,14609.97,15965.13442,20888.54102,25839.24517,9350.510014,17130.45071,21480.4405,7808.26,11063.23,8419.6,8324.085238,11906.16485,9795.447074,8902.050991,9618.590312,11884.40002
Zm00001d047765,5893.36,6607.61,13839.61,6917.903547,8185.493473,17190.72127,6265.280862,5566.964628,11815.20111,6438.61,7972.8,10631.13,6761.587204,7381.062265,14265.86119,6019.392848,5983.091829,13653.07084,0,9443.16,7177.83,9987.52,10457.992,9354.044967,12270.68354,9363.327815,8017.205684,10788.83538,10065.54,9910.29,11508.73,8924.262409,10537.15002,12871.6024,9360.080995,7868.704013,12359.59649,0,8409.51,7300.39,9491.24,9061.013395,9329.343698,13093.04962,8720.737916,9666.72648,9758.58106,10151.12,9189.25,8275.97,10120.28873,9958.322239,9174.599992,9696.648843,7250.92903,9640.949818
Zm00001d006008,4634.87,5991.65,7866.27,7025.211107,6733.42241,9068.27294,3428.989412,4806.096077,10956.70531,3181.44,3315.53,5238.87,3131.787055,4106.020911,6640.526659,3237.311486,4327.972065,5196.528831,0,8301.43,10115.79,10033.83,8575.254316,11252.95262,15267.95337,7361.989454,8321.551524,14903.23586,5393.08,7663.32,8577.91,6015.994269,7608.378685,8996.496552,6660.840019,7382.174242,9151.899501,0,10400.9,7526.72,9505.89,10667.60198,8260.020536,12436.30492,9897.384336,9536.330466,11402.78869,6549.65,6910.03,6079.44,7217.18556,6621.082153,7000.190541,8530.380838,7117.005504,8913.687544
Zm00001d000279,31291.7,8952.11,6089.91,6574.731872,10050.49773,4095.839668,42739.31465,9271.834102,4256.869298,27379.41,12801.49,4980.33,29976.20404,12906.15181,2939.294041,17856.6021,17613.70376,6903.045501,0,7492.71,2789.19,2549.96,2817.237313,3358.079072,2603.882175,15668.69591,3672.177065,3231.269089,9220.61,4626.84,2462.08,7743.200859,3586.92009,2382.601451,4411.425682,5674.810924,3349.456807,0,3314.64,1586.47,2090.99,2502.509519,1895.56848,2092.106158,2802.09604,3221.852021,1899.914975,2744.21,2319.59,1822.09,2074.767784,2019.5876,1859.226942,2596.48935,2080.706473,2546.504932
Zm00001d006402,33402.09,9642.97,6740.4,7165.349439,10743.21391,4489.011287,43149.84857,9937.608298,4748.331408,28680.64,12897.52,5380.93,30260.80018,13798.11207,3279.419729,18896.49577,19126.60635,7423.700662,0,8202.05,3311.63,2968.35,3325.876438,3882.196645,3122.384362,16759.8803,4119.404574,3644.205141,9727.23,5018.56,2869.64,8526.086387,3972.976493,2720.432203,4965.415917,6265.047704,3758.59405,0,3874.4,1863.68,2537.44,2953.304526,2290.769842,2577.55039,3172.446981,3609.358306,2408.911874,3198.47,2684.67,2193.81,2440.246092,2277.100708,2145.595295,2983.518774,2498.646968,2899.846063
GRMZM5G815453,24121.8,6868.58,4609.94,5075.78852,7726.563574,3122.709613,33291.611,7170.513393,3248.477919,21117.62,9931.64,3907.03,23091.64332,9877.883267,2266.935719,13798.19903,13651.96351,5343.697778,0,5745.72,2080.27,1980.99,2154.570866,2606.470315,2031.796465,12052.4421,2845.869647,2533.264455,7076.02,3638.57,1920.67,6065.325148,2811.816649,1904.83835,3434.337371,4370.260787,2583.139836,0,2533.16,1213.17,1627.99,1921.850153,1508.454819,1605.25266,2156.460183,2480.892319,1483.720673,2138.6,1848.52,1451.41,1591.516101,1567.038421,1442.046975,1971.978749,1676.547499,1996.007145
Zm00001d026501,21396.09,7445.23,8086.23,7139.466472,8440.121324,5852.405309,32326.68578,8215.971294,6576.898583,19202.38,9963.39,5708.54,18364.35786,9008.616612,4784.952665,13759.865,12233.82994,7048.060865,0,10118.12,3484.28,4399.52,5863.093164,4255.271693,4833.735854,11842.0252,5317.194267,5268.08567,7896.68,4942.24,4027.05,7272.524529,4728.309933,4586.973872,6032.398623,5801.319464,4581.795108,0,6319.65,2284.53,2897.18,5059.151539,2167.932729,3134.623912,5152.273684,5049.675488,3132.192211,3701.93,3178.03,2944.76,4062.113991,2833.902126,3259.511213,3926.64524,3147.128287,4214.747586
Zm00001d028151,8181.27,5755.66,6416.88,3378.490216,5949.773433,6333.242932,6148.315607,2330.905607,4911.746873,5813.72,6548.26,8030.15,5564.903374,4569.429299,8808.986219,5675.666473,4561.976592,10599.76563,0,8328.83,5507.95,4153.84,4185.800538,3938.961006,5349.553604,5314.666341,1827.139338,3216.254778,6806.7,5174.88,5462.32,4608.786604,3847.141054,4931.113215,5159.098366,3733.916662,6313.388663,0,5587.74,3211.46,2683.17,3444.585296,2072.611701,3058.722614,3347.315467,2081.406093,2278.862544,3851.24,4020.81,3411.61,3206.023552,2861.249259,2808.419876,4002.007363,2982.473362,4414.06512
Zm00001d034724,11891.28,5324.58,5034.85,3783.853955,6574.125511,5798.048142,19330.31061,7270.588889,5236.83499,14092.1,9756.99,4476.26,15369.6688,6986.231249,4604.003537,11380.48406,9675.088595,6128.489289,0,9447.3,4397.2,5400.84,5141.530027,6286.352057,6394.081845,11331.01958,7204.30158,6480.44365,10181.51,9752.8,5391.13,8761.238045,8059.244641,6573.855338,8472.30244,8388.563033,7224.572717,0,7825.68,3641.69,4274.44,5949.139655,5060.572808,5443.074836,6314.328331,7172.8591,5239.131401,7206.84,6097.06,4268.06,6678.249096,5776.23368,4570.580365,9693.363613,5552.495447,6821.570515
Zm00001d048021,1228.47,2094.38,16094.91,499.9485406,1521.621353,17164.36891,1040.595271,912.4071286,17056.34158,1451.58,2463.75,22452.51,1255.99161,1828.56536,18660.5519,804.3965915,1914.471734,16691.08074,0,672.81,1130.88,4865.2,310.1431402,896.3888834,7489.660241,275.255126,427.2480391,4852.32513,547.44,1981.48,8424.23,586.0010872,781.5255129,7788.060375,583.1068128,688.3326261,7919.987308,0,1137.68,2733.23,1954.6,553.2004372,3125.511456,3682.534875,588.208694,1330.022909,1576.230653,539.14,4482.23,4449.06,1786.449656,887.8534461,4145.226317,649.1780439,1054.956166,8222.63126
Zm00001d049267,6302.33,2373,1906.7,1896.622241,2597.654749,1823.834458,10635.19837,3553.678763,1811.325447,8177.63,6493.17,1993.52,9135.469608,4449.393203,1857.797043,6996.890972,6339.628166,3114.257672,0,3805.65,861.94,984.94,925.008406,1197.822001,1106.280234,4551.871803,1852.17933,1236.078548,5589.33,4429.71,2121.76,4297.666484,3860.190708,2371.671224,3502.147111,4075.216226,3035.772258,0,1768.34,489.16,711.83,920.8363267,703.8670424,682.1634672,1082.145149,1575.447064,744.0112653,2314.15,1949.98,1465.85,1897.858475,2065.48267,1393.475676,2893.338011,2292.271278,2333.572693
Zm00001d045698,3479.18,1113.95,611.39,704.3828656,1274.466117,484.6993695,6858.653721,1185.165801,428.3141834,3604.74,2026.96,501.59,4677.625113,1333.69059,312.0408742,2042.881002,1860.456518,680.9758384,0,898.38,312.92,276.05,303.6879205,369.2007145,273.1305226,1802.312287,479.3932086,319.8295969,1218.14,594.92,246.21,851.6618772,462.4464638,270.821238,498.7790209,602.700451,345.5696548,0,391.95,190.21,228.09,275.2300439,222.8251744,216.2036684,356.386323,437.8417757,205.7780911,362.22,305.71,216.67,249.1306398,277.1077424,194.6769495,294.3196369,247.1644701,293.6637312
Zm00001d033649,2712.69,1217.69,839.45,1028.293404,1394.531154,711.1165457,4662.48779,1486.206606,975.6475688,4247.63,2647.68,1273.54,4235.277897,2104.808296,712.0669802,3471.455173,2775.652215,1597.057736,0,1292.01,804.64,642.92,809.6985537,842.2971983,599.3269906,2035.050274,951.7680708,590.4814493,1651.7,1003.32,551.8,1506.411604,1049.913587,576.2075521,1256.569497,1223.704646,722.2432928,0,854.09,478.15,475.96,601.0076701,474.7287157,415.3171327,969.5576604,961.3956855,460.004064,921.42,658.64,543.42,791.7221983,759.0326801,537.7195904,1039.845305,767.3988319,677.3859357
Zm00001d043970,3314.77,1553.01,1113.55,1174.139338,1555.80882,905.852748,3857.429399,1913.241353,869.7456374,3135.32,2276.8,775.49,3001.012085,1781.058697,719.2217206,2588.054742,2082.462193,1109.840187,0,2030.39,537.98,658.03,585.6590238,577.637938,636.7207657,2165.803288,980.6753415,618.8250765,1850.73,1620.45,775.07,1643.43604,1411.652276,745.1058695,1172.786304,1520.381,1034.252901,0,804.4,310.15,397.43,526.1124219,394.323994,409.9737634,566.4003564,758.8859403,386.9776847,932.29,798.89,548.05,809.8487075,792.6387257,459.4170721,908.6705176,862.024122,754.5514612
Zm00001d042848,3670.28,2097.63,2114.73,1202.809958,1783.304347,1889.532218,6121.825973,2944.086997,2007.580288,4081.62,3480.81,2918.77,4947.894389,3342.807286,2833.636839,4387.779646,4303.672455,3534.692088,0,1207.76,1025.23,922.38,689.1303443,1110.792472,941.7311873,2620.471654,1376.677552,1082.056406,2396.82,2136.38,1690.03,2545.159378,2513.275834,1909.974667,1938.759889,2836.004062,2458.626995,0,799.14,1318.56,881.77,637.1956919,1955.477466,997.4257532,909.9025155,1508.271806,1281.459263,1240.67,1555.14,1273.26,1369.832023,2033.080943,1344.175928,1580.819435,1995.207523,1590.658616
Zm00001d031696,4402.71,2219.43,1981,1467.395794,2249.796598,1733.956301,5950.820611,2468.564335,1467.526536,5550.14,4136.99,2051.75,5687.956913,2668.001589,1769.79066,4452.204614,3235.135995,2492.872175,0,2971.86,1091.99,1214.2,1034.02652,999.0245539,992.1855509,3065.322555,1394.516949,996.9066327,3809.28,2738.75,1886.43,3098.65532,2330.10026,1659.159801,2474.712361,2387.233428,2032.225556,0,1445.59,663.91,799.31,851.2362028,591.093476,680.9159662,1031.918232,1188.626089,730.9282158,1647.98,1421.39,1231.66,1522.951499,1384.22079,934.8729691,1413.435941,1260.170951,1400.360552
Zm00001d050022,4696.77,2386.09,2184.75,1153.918412,2121.927426,1559.934953,7047.871372,2541.292933,1514.798293,5685.54,4813.65,2336.82,6090.568621,3321.791326,1625.873617,4837.118764,4441.915282,3000.126701,0,1998.32,890.04,926.87,887.2720215,1128.714766,870.6197778,2674.510831,1096.556591,800.7518335,2995.54,2048.86,1454.99,2436.402745,1822.515357,1412.755425,1706.779014,2201.720279,1702.089599,0,827.23,442.93,411.07,429.1645207,411.3718116,420.4319956,573.6793243,716.6278958,421.5296606,1023.14,851.62,1061.63,953.6865509,951.4424675,968.3164417,899.6074049,1190.683403,1201.538373
Zm00001d041701,6154.33,2324.14,1808.99,1876.007862,2589.877835,1647.699285,9266.202991,3298.211164,1812.143911,5766.58,3977.23,1449.34,6590.679972,2664.336411,1102.311493,4659.432441,3566.914166,1980.907559,0,3910.61,1024.3,1242.49,1296.415912,1479.427041,1420.55268,4901.152151,2031.737599,1470.263364,3315.96,2479.44,1224.48,2743.404066,2160.045527,1332.320412,2117.352669,2469.970467,1500.103274,0,1973.17,768.43,909.3,1055.60593,978.4041889,1099.670409,1425.88824,1806.898833,1100.601068,1758.39,1265.71,902.82,1356.280092,1410.254264,828.4693449,1876.488957,1393.256558,1210.660379
Zm00001d003459,7089.63,2684.92,2076.97,1448.70976,2751.802935,1694.550579,7768.368628,2849.310453,1367.969442,4725.59,2520.41,1202.57,4429.173878,1793.17867,1079.879929,3493.226091,2759.968352,1863.859274,0,4182.24,1282.63,1408.48,1363.034871,1594.557439,1582.88463,4307.195353,1768.624754,1367.735438,2233.06,1396.45,947.18,1734.997529,1151.533578,1020.370284,1233.146017,1440.331131,1135.06487,0,2170.74,717.98,684.3,1071.247909,681.6141013,859.633069,1132.341039,1473.211651,822.8747093,949.15,680.11,554.72,838.3906612,718.703306,457.2494849,883.6034622,698.1287219,676.2627662
Zm00001d029183,4070.03,3314.35,5193.12,2362.743832,2778.732927,3735.919918,2793.62976,2428.970358,4385.525425,2702.64,2405.16,5161.64,2515.159174,1927.377656,5704.668844,2235.940648,1716.210093,4577.459848,0,4379.6,1613.16,2344.61,1671.186025,1392.295802,2176.622881,3165.531935,1609.971272,2219.035857,2345.6,1651.74,2629.34,2151.300857,1395.237697,2660.343362,1618.779033,1525.506055,2163.425152,0,2754.53,730.72,1224.01,1174.258269,686.699296,1181.318711,1735.123482,1306.957312,944.9491246,1825.37,940.65,1093.37,1562.917061,657.7469406,842.566125,1968.523379,781.8211059,1008.302122
Zm00001d048558,559.86,1299.3,5414.68,271.4839574,931.3798144,6240.864164,580.5960094,630.2934556,4878.185047,963.81,2791.35,8113.39,1044.939902,1765.983565,8093.146834,869.1013585,1229.681438,9665.999381,0,290.72,563.8,2262.32,167.364727,360.8519071,2831.385408,107.4713155,300.0602478,1731.50708,556.3,1146.39,6304.56,436.302568,938.6365666,6677.384812,512.0903327,766.9236043,5016.289423,0,392.58,360.8,595.03,260.92946,90.22239277,993.0529729,143.8822908,205.1881152,276.5392877,446.02,963.81,2856.95,838.7913552,482.3628244,1994.629126,576.5751424,398.7234411,1844.118846
Zm00001d040281,1286.45,1343.29,1767.83,1864.550096,1787.415747,1995.067992,1609.990582,1107.835502,2092.005403,1344.7,1492.55,1841.97,1449.497535,1184.728853,2293.081726,1364.184854,1157.637517,2050.737656,0,2634.26,2437.91,2387.95,3003.738071,3434.217424,2931.290832,2941.120293,2563.131413,2983.585572,2627.65,2309.13,2372.93,2426.98212,2364.098996,2877.668741,2977.738323,1992.215194,2782.420886,0,3453.61,2835.4,2347.55,3414.574876,3738.586891,3154.947782,3537.22571,3411.997484,2564.143787,3341.24,2673.44,2128.8,3359.203381,2864.137206,2239.085378,3638.830569,2102.99829,2542.40941
Zm00001d049405,1721.38,1428.68,1707.48,1817.770519,1774.039295,1616.039659,2684.488992,2279.094043,1856.035138,2076.81,1788.38,1137.1,2185.272315,1475.709034,1249.501131,1604.948954,1634.598565,1656.972915,0,2160.84,1612.65,2032.65,1917.104206,2119.037112,2425.468534,2541.693174,2494.506337,2443.399867,2208,2250.04,1694.88,1847.200976,2171.37221,2138.598524,1996.724252,1962.870953,2596.020561,0,2649.63,3234.07,3286.26,2912.931332,4125.627317,4573.687624,2674.033729,3480.093047,4057.635668,2173.72,2913.49,2592.33,2245.996918,3112.481149,3092.276532,2534.517559,2222.331355,3206.270363
Zm00001d044340,232.56,698.08,736.09,904.3386932,797.1788737,746.2737354,64.36358463,557.4016375,1066.346492,77.68,157.58,451.38,74.56335422,145.6394369,781.9656567,81.39289802,134.4597612,594.5345353,0,1067.91,2456.98,1685.97,1780.576063,3069.070243,2061.246944,789.094847,2025.483837,2667.753059,590.21,799.51,744.21,462.3361023,911.568675,1175.691663,875.6139057,834.1757313,1080.036918,0,1888.19,2817,1904.87,2173.725475,3797.900476,2687.360933,1978.019287,3246.806589,2601.36284,994.74,1539.72,763.23,954.2260029,1556.308788,975.7068855,972.6722712,1104.916182,1082.18783
Zm00001d039316,809.42,1158.04,1611.13,1892.795244,1710.522199,2179.462272,783.5522027,1216.08743,2250.136445,753.75,836.64,1294.1,828.6810791,988.6232326,1644.246406,871.4851906,1004.34687,1243.889941,0,2009.04,1878.2,2246.97,2346.88924,2591.642439,2882.979371,1868.298687,2037.246237,2627.632745,1846.64,1761.58,1927.72,1809.039093,1991.353318,2070.545392,2308.751332,1859.374875,1599.129425,0,2640.91,1684.25,1872.24,2150.454057,2286.225221,2304.407656,2513.196935,2343.944133,2018.026284,2170.41,1677.69,1555.73,2026.915612,2010.158362,1542.525913,2422.994581,1792.76415,1512.822598
Zm00001d036626,828.82,933.36,1862.19,1425.541565,1309.407311,1699.715343,524.1291509,982.9066534,2067.774832,627.93,817.05,1507.55,754.3903211,1135.601795,1857.492199,722.1273898,1100.334282,1637.20762,0,1440.64,1761.68,1992.66,1492.493769,2229.838465,2571.871287,1327.540394,1747.089911,2413.169688,1290.6,1457.03,1953.09,1466.833583,1613.282191,2125.976332,1573.183283,1819.727763,1943.482001,0,1562.11,1324.26,1674.35,1919.555849,1453.153072,2111.108715,1744.182405,1780.247914,1602.791908,1098.86,1265.81,1216.76,1274.334455,1208.316531,1275.350645,1426.546653,1377.883691,1616.786157
Zm00001d017727,796.44,1235.41,1279.5,1340.33372,1586.340039,1649.462248,813.7775133,1047.138935,1665.955557,773.99,1123.2,1515.48,774.0105437,1007.720731,1801.791407,967.3384789,874.8355378,1786.252632,0,1370.48,1712.61,1412.9,1663.347158,2269.607528,1930.359319,1354.801711,1719.341145,2053.891397,1376.65,1423.48,1343.32,1272.198822,1492.322697,1669.186457,1587.082016,1239.531177,1383.868322,0,1833.92,1926.32,1669.94,1633.84111,2315.066909,2239.832542,2043.313465,2096.699221,2138.903117,2125.35,1852.12,1299.55,2064.01091,2099.172047,1545.766562,2263.746282,1468.292394,1544.736822
Zm00001d029778,38.31,50.35,298.28,20.34447922,72.55910253,335.849529,25.67025983,31.69751953,159.4844098,39.28,96.41,390.4,49.18498695,57.99628768,407.1409467,32.12823275,60.33238475,312.4080568,0,60.45,90.79,473.95,36.10062916,96.59141595,610.4051574,36.12043412,83.332042,415.1215564,167,439.94,931.39,81.10384024,245.6393569,806.1352012,80.4333157,151.2184178,784.3976861,0,67.67,140.41,392.24,47.70052218,113.6321858,590.2299635,67.4583995,138.5421063,178.4932009,137.28,548.43,637.85,164.4484844,198.6984158,495.4596076,125.9227928,139.0386007,844.5800204
Zm00001d030086,14.78,75.4,707.3,24.83776014,73.35207692,1071.31976,6.023851081,43.55471448,459.5560778,2.16,12.35,1074.8,5.104754518,14.70799944,610.655691,11.54808801,13.77729738,232.0773423,0,117.96,95.61,1263.2,56.52407203,73.82572492,1635.127742,17.74299035,51.79389769,469.3372211,22.62,65.15,1104.73,15.10423794,69.39205384,946.7685043,84.38160235,40.97202701,231.5425094,0,130.9,271.94,578.17,102.6162768,137.9434035,692.5272198,27.68303158,122.0498294,176.4446519,32.1,127.1,671.61,48.11301878,166.6783294,1071.808128,108.0552821,78.09476347,277.5336586
Zm00001d029246,53.88,48.03,42.64,131.3683711,39.50144427,67.10347326,42.76429174,39.37148656,75.99237596,31.21,32.49,49.97,52.41029199,58.92036,58.48085527,38.85564627,40.13606714,62.51815868,0,96.69,367.49,148.25,222.1383673,428.2950998,291.6280257,118.3935504,196.5716951,219.7017395,231.48,226.95,171.85,226.5504376,173.5343297,234.5393241,377.4811905,271.4601141,269.6569829,0,462.89,990.05,890.69,514.6053066,1139.878379,1199.22007,587.0888796,599.6037002,959.5567118,410.77,795.04,761.91,599.5433534,687.9050636,853.7211146,696.2586923,664.3235056,969.0937331
Zm00001d044849,267.45,334.28,400.09,301.9969486,533.6393604,561.6981413,249.8029641,270.4393543,401.8782979,267.45,319.33,481.92,302.126585,325.2766535,537.7243671,477.5511182,287.944093,558.6871832,0,375.91,311.61,322.54,420.7604058,312.611404,573.5318161,314.9631178,192.6615944,269.3064208,279.57,255.2,388.42,259.5630085,338.1449168,418.1861383,502.7861918,275.2491332,349.5413737,0,267.07,300.66,272.39,395.5586482,329.2661302,375.1518121,265.3853679,208.4967917,249.0954532,221.25,251.53,253.8,200.0419583,273.5207617,355.1170517,472.8492543,212.4918817,257.824831
Zm00001d036328,138.02,217.04,349.21,289.2798769,260.5214341,297.5376125,147.9933908,223.6006047,375.8133333,141.51,170.79,340.31,133.0049315,211.5267436,354.36574,166.2295082,198.9807253,357.7857922,0,220.87,415.65,352.16,368.7304831,528.9876921,480.6729248,246.0222834,352.7284199,508.6329884,291.36,293.45,330.86,250.8242453,294.5445541,332.6332982,330.9455547,319.7723815,331.8649491,0,424.54,584.26,504.78,521.0955533,666.3068695,668.5524514,568.1919586,548.8157638,681.1672145,320.34,427.89,438.16,404.7915151,450.0731068,495.4460629,343.8222469,494.0222631,468.2972188
Zm00001d005083,110.77,116.59,173.09,269.3586709,293.5650902,359.5966239,75.32411269,233.0473428,337.6322258,81.12,155.98,254.75,172.5343197,212.3070718,346.7966889,158.0181319,174.9914876,271.1492331,0,279.64,217.53,309.68,560.0075897,290.0014911,505.211965,375.2262972,302.8868662,356.2320127,282.08,267.28,447.58,249.532911,362.5346233,555.2528161,282.1165658,398.8930163,391.3718481,0,200.8,164.39,330.99,519.6783413,135.4177877,296.1312181,333.795848,249.0328259,296.190741,407.69,233.31,404.48,296.3441111,426.5093324,510.6172868,378.7617898,381.5851049,322.3536388
Zm00001d012732,187.61,200.97,222.59,368.0158053,322.8499536,227.6511573,179.1991008,189.5429642,279.058278,160.45,151.03,149.07,156.8981094,148.037669,173.1480961,141.0404037,149.2426694,202.7592071,0,457.11,321.52,329.51,437.7553691,445.3403158,377.4613962,505.7180682,423.8420995,418.6051224,323.89,200.04,201.65,314.423211,253.6381607,246.0020069,329.9879252,258.384272,211.665739,0,450.21,264.57,316.21,417.3674584,296.4915003,398.5384154,551.2967964,426.7253673,378.3213368,380.08,222.47,165.27,387.3301067,288.4127265,158.9552074,311.2576595,210.1098131,196.093269
Zm00001d018415,117.16,151.25,273.98,300.2792921,234.3199249,303.2266086,101.9747719,156.3315004,336.7422847,85.73,97.39,191.01,83.87404346,113.5078465,226.5667789,91.08725733,122.1899,178.3477986,0,245.79,327.48,348.16,338.6396682,501.0281025,507.8177474,218.5606541,355.1742368,520.9848304,207.94,237.52,236.75,247.3682791,270.0551546,303.7910341,334.4270006,251.5622031,245.612855,0,430.37,371.12,406.95,474.93159,535.5642477,592.5121539,402.0449703,462.1435528,503.2597256,299.18,290.75,285.39,378.2831027,382.1943667,321.6927169,367.338343,323.8431206,326.6370556
Zm00001d005976,127.22,120.49,235.65,198.2739811,226.774335,192.0633954,106.6935823,169.344928,322.4066585,108.8,105.31,190.3,122.6824765,148.6916761,240.4051555,119.8781252,151.1590355,226.1830175,0,212.71,265.55,318.08,274.1143455,422.9100029,394.1377161,269.8862649,346.1338333,460.4112243,267.24,265.27,294.23,280.1327989,285.1334585,338.0226916,336.1926573,316.440613,347.9157969,0,253.21,266.22,331.19,305.7295666,307.3843013,402.0055606,364.3700635,395.3467888,315.1331606,318.27,236.39,219.37,314.3309547,304.3614663,289.3264846,348.0107434,298.4743229,342.7457669
Zm00001d029107,139.65,161.75,257.64,317.1345037,242.3711569,267.2473107,86.45127843,213.8482778,325.3368492,122.02,130.19,140.29,130.8191033,117.6919974,180.5047383,74.6386527,125.6933269,172.5236754,0,420.24,283.1,406.39,380.5993808,516.9805964,506.7236097,367.8523945,396.0772675,437.9016702,283.14,324.29,335.79,266.1502713,334.9904908,428.0101787,319.4678006,292.001975,350.2372564,0,417.44,295.03,329.43,404.000369,451.6511185,437.6988823,339.8754272,478.3409601,338.7044734,311.91,330.06,240.84,267.694267,367.3024019,199.266609,330.0708506,234.0313001,304.4598138
Zm00001d020134,294.68,373.09,502.61,595.1592428,459.4830664,606.3012764,564.3966117,845.9904549,671.2094929,360.56,272.69,158.68,296.2697392,286.5863253,219.7253983,308.8068852,366.834108,229.2413002,0,245.18,332.58,335.51,407.7789559,325.8756988,365.952026,388.3843518,646.7304095,480.2010551,132.06,166.75,119.37,112.4989604,132.1025747,165.1909287,145.1422265,195.0643131,202.387362,0,274.49,500.99,453.91,396.640045,593.1995112,502.1250513,486.1309912,629.5697554,556.4717758,134.67,266.35,348.43,213.8854223,228.6537874,449.6414501,203.3964437,292.6883255,264.1794905
Zm00001d030424,181.52,430.38,535.13,730.7141488,723.3406757,503.9117392,200.9621534,784.4468177,638.1355532,130.31,245.27,187.29,143.9258992,189.4560329,376.9005214,127.8237966,139.8687471,280.2132438,0,361.9,503.85,396.88,552.0846862,710.0198734,481.8404987,315.4509543,952.5351207,620.4220917,186.36,232.51,185.15,167.2030321,281.1206085,303.1860492,171.9254407,183.9304673,278.0196335,0,628.37,783.27,538.56,612.3799916,1070.395823,724.6342871,648.8115007,1311.310917,704.6768267,345.55,406.29,275.84,288.7222712,584.5285985,264.8727393,389.4790578,339.9169177,313.9704493
